51,0
57684,0
180102,0
0,1
71317,1
7640467,1
8228161,0
5350,1
2882,1
7367712,0
576675,1
6949852,0
515,1
4860562,0
57076,0
84131,0
919,1
1221,1
40,0
9269629,1
1,1
87794,0
204211,0
44,1
71,0
5115,1
49214,0
7491878,0
75,0
94649,1
51991,0
6,1
8,1
95667,0
93539,1
669,0
66,1
70,1
198540,0
9915199,1
32023,1
0,1
0,1
1175211,0
45,0
8843,0
8056508,1
70920,0
71,0
854950,0
4,1
734,0
948,0
23760,0
40604,1
172,0
45254,1
55113,0
82430,0
67,0
19,0
612,0
18981,1
9,1
32523,1
3349,0
54064,0
4240,1
3279,0
9,1
67,0
8,1
15451,1
6886,1
36589,0
146641,1
4562654,1
70,1
6203,0
1991,1
39300,0
7,1
39,0
200,0
9971799,1
211112,1
22,1
4884,1
763,0
6495,0
25379,0
5743475,1
1708071,1
3773,1
11,1
9234,0
548,0
65731,0
498465,0
696,1
967769,1
1,1
4696176,0
94878,0
384186,0
3530,0
989,1
3,1
44,1
77,1
88645,0
537735,1
8228,1
12,0
33,1
40,1
6390,0
189981,1
635536,1
183,0
222,1
764917,0
3720,0
351153,1
232,1
4840,1
8010,0
627260,1
33,1
17,0
317322,0
30,0
9815995,0
40104,1
381652,0
0,1
8295,0
7,1
652467,0
8489848,1
261162,1
76,0
858,1
1866964,0
84548,1
770,1
4904722,0
6742476,1
7777,1
33,1
11560,0
543057,0
309,0
438041,0
213312,1
38602,0
966183,0
10671,0
9714,0
596,0
66549,0
78,0
20,1
16461,1
39793,1
5525208,0
82,0
7879771,0
57,0
64,0
55,1
5445,1
33,1
554,0
8134897,0
28,0
8600068,1
3976031,0
2662,1
23332,1
6978,0
71929,0
8266,0
9,1
79,0
66,1
22,1
5,1
179971,1
203,0
1988,0
0,1
935700,0
7,1
2276647,0
210012,1
8,1
92129,1
4798974,1
5784875,1
8622268,1
71,0
1211830,0
55,1
7557,1
626,1
128821,1
3428081,0
0,1
8531,0
12356,0
465640,1
9800,0
620026,1
487732,0
5998,0
6082806,1
96869,1
7,1
9782882,0
42,0
910,0
637716,0
5289825,1
6592,0
6116,1
616,1
825495,0
4292,0
553105,0
8736,0
33,1
21,0
7437347,1
293718,0
60115,0
7841487,1
131598,0
34596,0
99,1
545,1
8570758,1
33,1
5473,0
66,1
80908,1
402,0
878,1
863264,0
50,1
13,0
9874883,0
303,1
383097,0
33171,0
46364,1
844,0
506,0
553449,0
349430,1
726627,1
5713,0
53,0
768867,1
7048055,0
66,1
0,1
6,1
39806,0
616,1
3430525,0
1502420,0
94,0
248087,0
740,0
3733460,0
6060,1
5,1
1593,0
44,1
696,1
23673,0
8228,1
8228,1
64,0
83445,0
7,1
11,1
7924297,1
3,1
6,1
1,1
44,1
22,1
448,0
5835451,0
87278,1
73,0
7,1
28382,1
4192,0
28,0
24,0
9652,0
9,1
8008,1
22,1
4212883,0
5,1
87,0
257,0
36201,0
85932,0
8045209,0
7777,1
1,1
11,1
4602064,1
9885366,0
88,1
8448,1
44,1
970,0
26462,1
3,1
2031302,1
99,1
414451,0
7334337,1
0,1
8665668,1
58485,1
90797,0
338389,0
800080,1
4968694,1
96969,1
818,1
661,0
909,1
334213,0
4400,1
431134,1
77,1
1,1
672643,0
733337,1
1560,0
863368,1
2080,0
0,1
191,1
92,0
9878234,0
679,0
50405,1
79122,0
73,0
842248,1
6,1
22,1
949,1
54545,1
115511,1
7342,0
15510,1
9229,1
14741,1
4567675,0
85,0
1797968,0
78916,0
18329,0
77,1
4,1
58,0
7250527,1
383,1
13,0
8005,0
6703076,1
3414802,0
636636,1
2969,0
545,1
4449444,1
414470,0
941965,0
0,1
0,1
5507055,1
49071,0
3203,0
2,1
5443778,0
8409048,1
16397,0
749,0
54,0
813936,0
20302,1
1001,1
22,1
3442266,0
888,1
22,1
5933594,0
3,1
330,1
911,0
29392,1
3993,1
262,1
2679,0
11,1
16471,0
39,0
2662,1
4114,1
200,1
416,0
39,0
0,1
3659083,0
8,1
1864645,0
99,1
7,1
0,1
9,1
565,1
856,0
2552,1
104401,1
981,0
0,1
4533354,1
22,1
3165251,0
854296,0
55,1
319,0
3534937,0
434,1
612216,1
2682,0
979790,1
7354986,0
924,0
64,0
2193912,1
4763122,0
2,1
2554205,0
8574,0
4004,1
6,1
97,0
58185,1
0,1
6828286,1
1331,1
3475,0
5780,0
141,1
245788,0
16441,0
3941493,1
3625263,1
379,0
303,1
19191,1
136321,0
5897954,0
604406,1
8668,1
78,0
280820,1
44,1
953359,1
8909699,0
4374,0
6,1
7,1
66,1
36984,0
2804,0
95150,0
9606069,1
257752,1
27347,0
9999,1
330,1
5273445,0
9734,0
29877,0
31,0
9,1
41910,0
3223,1
4524254,1
87866,0
12,0
8311,0
590,0
101,1
9889,1
445544,1
7570,0
6147416,1
909,1
151151,1
22,1
73,0
3,1
7,1
4,1
59195,1
2638,0
47,0
775,0
7573,0
6311499,0
181,1
854,0
282,1
71,0
8004008,1
848,1
47,0
666,1
955684,0
1919191,1
68886,1
44,1
504,0
900,1
1659,0
729,0
80984,0
842296,0
24242,1
9336900,0
80808,1
401,0
0,1
19,0
6920296,1
19847,0
39856,0
229,0
7186817,1
2284382,0
6776,1
3300,1
392,0
4117,0
150,0
945,0
9889,1
90896,0
717,1
98,0
17,0
88,1
446130,0
47,0
97,0
62,0
6441446,1
7420,0
101,1
46064,1
88,1
737,1
5197,0
1587851,1
259,0
73646,0
1991,1
26163,0
55,1
5156532,0
109,0
838,1
976,0
200,1
99,1
58185,1
0,1
7406,0
268484,0
98,0
8504,0
99,1
7,1
8974411,0
66266,1
786687,1
173861,0
7887,1
4916643,0
26014,0
2363632,1
2646,0
9884,0
5445,1
45654,1
2969692,1
9426249,1
1549148,0
7542,0
2798,0
480084,1
515,1
1955,0
7230,0
38602,0
2546236,0
44,1
937831,0
79697,1
79097,1
160545,0
964469,1
55,1
818,1
750024,0
11,1
29292,1
50,1
438404,0
31213,1
5742297,0
33225,0
53935,1
784487,1
333,1
78887,1
66985,0
77260,0
9442,0
88,1
1419,0
8271728,1
40,1
5037,0
4368045,0
89898,1
5407045,1
786,0
236998,0
87714,0
279830,0
38,0
38044,0
6559277,0
440,1
278872,1
6237,0
48,0
5775,1
86295,0
44,1
984884,0
281182,1
9009,1
121,1
3003,1
8448,1
48,0
25563,0
22322,1
5654798,0
85580,1
7,1
67,0
3223,1
5133315,1
88,1
15469,0
8062,0
4,1
362,0
1388076,0
797960,0
38383,1
6,1
637736,1
17999,0
480,0
657,0
23669,0
2763,0
872800,0
297133,0
72539,0
163,0
9107317,0
6343,0
88339,0
919,1
7554557,1
1100,1
19591,1
4772763,0
8,1
90354,0
77,1
5,1
70112,0
5005,1
9,1
7294,0
2222,1
4937270,0
543031,0
3785,0
677,0
453,0
3046403,1
1661,1
91958,0
1021,0
56965,1
1726331,0
3746473,1
5995995,1
58320,0
1,1
5517,0
34643,1
76,0
2,1
707,1
4926,0
1,1
516885,0
3979,0
2367223,0
328,0
3517153,1
52,0
434,1
0,1
929,1
916,0
747,1
9656,0
424,1
179083,0
3086213,0
890546,0
2214122,1
5225,1
498940,1
21212,1
9173321,0
156273,0
252889,0
969794,0
4,1
7807,0
4097,0
3773,1
6167616,1
71317,1
95459,1
4391934,1
742120,0
0,1
3740,0
3621263,1
35032,0
66,1
55,1
494,1
96,0
47650,0
4631,0
743561,0
709907,1
531,0
622220,0
5555,1
209079,0
447697,0
1281,0
7337,1
8128,0
207,0
9954,0
2332,1
69,0
83938,1
980089,1
5033,0
153072,0
88,1
71,0
877,0
88,1
868747,0
751233,0
618349,0
689738,0
599499,0
2767672,1
37573,1
8462,0
52963,0
2177,0
804513,0
56,0
326623,1
2,1
6446,1
202,1
438511,0
7437347,1
2,1
8553558,1
9555,0
88,1
94,0
9449,1
252,1
72,0
5005,1
4554,1
5,1
720635,0
24,0
55,1
544,0
93539,1
2,1
0,1
5775,1
6126,0
9559,1
93186,0
6,1
23,0
7034207,0
9,1
58,0
9,1
898519,0
3443,1
69321,0
47,0
7,1
41,0
322724,0
802208,1
400,0
2002002,1
6899986,1
109901,1
87984,0
4895958,0
8998,1
741147,1
947,0
5783875,1
13726,0
23932,1
75,0
4453,0
4432,0
51,0
1,1
22,1
42117,0
11011,1
2136,0
81918,1
1603103,0
149941,1
760067,1
0,1
3255,0
77,1
93839,1
2072702,1
49,0
2549,0
3,1
46378,0
7895,0
25398,0
315048,0
69196,1
66,1
7152941,0
7557,1
8956056,0
231691,0
969,1
6303943,0
99,1
655556,1
1484814,0
5665,1
77,1
715517,1
935539,1
38,0
8906166,0
8420105,0
69353,0
9546310,0
5855920,0
59495,1
1725271,1
17,0
1933,0
68686,1
733065,0
747,1
5032654,0
66,1
8008,1
7007,1
30,0
9421928,0
91,0
79,0
303,1
26309,0
9779,1
613316,1
3461,0
470321,0
6895,0
49994,1
73837,1
55755,1
636,1
4537,0
22,1
36035,0
52080,0
54645,1
103754,0
244442,1
791211,0
4273,0
2946830,0
207702,1
5813673,0
110,1
1551,1
797,1
1001,1
526625,1
44,1
1685,0
6312399,0
0,1
386,0
1,1
802,0
443344,1
688717,0
394700,0
828,1
37673,1
526625,1
441,0
629992,0
9094909,1
967969,0
707,1
983,0
165,0
37598,0
7,1
683,0
9,1
14,0
242,1
61,0
9946,0
956,0
6044842,0
30003,1
7610,0
70428,0
187,0
473706,0
747747,1
711,0
201520,0
641357,0
56765,1
9119,1
5798,0
9789,0
